200.0000	0
348.02175	0.0066666667
352.85813	0.022666667
355.88087	0.042666667
362.53089	0.054666667
367.36727	0.108
372.20365	0.08
375.83093	0.064
383.0855	0.008
386.10824	0.022666667
390.34007	0.036
396.38554	0.050666667
402.43102	0.06
407.2674	0.092
410.89468	0.11733333
416.94016	0.152
420.56744	0.19466667
424.19473	0.18266667
430.84475	0.16266667
435.07658	0.20533333
441.12205	0.17866667
445.95843	0.17866667
452.00391	0.17333333
458.04938	0.196
459.25848	0.216
465.9085	0.204
471.34943	0.224
474.97671	0.19866667
478.60399	0.184
485.25402	0.176
491.29949	0.196
496.74042	0.216
500.97225	0.26133333
507.01772	0.24533333
509.43591	0.22666667
516.69048	0.244
520.31777	0.26933333
527.57234	0.25866667
531.80417	0.296
536.64055	0.82266667
540.87238	0.90666667
543.89512	0.45466667
551.75423	0.28666667
559.61335	0.29066667
564.44973	0.40266667
569.89066	0.64
574.72704	0.388
579.56342	0.40133333
584.39979	0.66
590.44527	0.376
594.6771	0.884
600.11803	0.99466667
605.55895	0.864
608.58169	0.752
613.41807	0.71866667
618.8590	0.57466667
624.90447	0.55066667
629.1363	0.508
633.97268	0.48
640.01816	0.46666667
644.85454	0.44266667
649.69092	0.392
652.71365	0.41866667
655.13184	0.43066667
658.75913	0.40933333
665.40915	0.36666667
670.24553	0.38133333
673.87281	0.35066667
678.70919	0.31866667
685.35922	0.30266667
690.80014	0.224
695.63652	0.22533333
699.86835	0.2
703.49564	0.18666667
708.93656	0.172
714.37749	0.16666667
719.21387	0.164
725.25935	0.15866667
729.49118	0.156
736.74575	0.152
739.16394	0.16
743.39577	0.14533333
749.44124	0.16133333
754.88217	0.18266667
759.71855	0.15466667
763.95038	0.16933333
768.78676	0.15066667
774.83223	0.13733333
777.85497	0.13733333
782.69135	0.12533333
789.34137	0.12133333
794.17775	0.13333333
796.59594	0.128
800.00000	0.12533333
