380.2657	0
381.2684	0
382.2711	0.00090
383.27379	0.000985334
384.27649	0.000985334
385.27918	0.000985334
386.28188	0.000985334
387.28458	0.000985334
388.28727	0.000985334
389.28997	0.000985334
390.29266	0.000985334
391.29536	0.000985334
392.29805	0.000985334
393.30075	0.000985334
394.30345	0.000985334
395.30614	0.000985334
396.30884	0.000985334
397.31153	0.000985334
398.31423	0.000985334
399.31693	0.000985334
400.31962	0.000985334
401.32232	0.0040431267
402.32501	0.0067385445
403.32771	0.0067385445
404.3304	0.0067385445
405.3331	0.0080862534
406.3358	0.010781671
407.33849	0.010781671
408.34119	0.01212938
409.34388	0.010781671
410.34658	0.01212938
411.34928	0.013607381
412.35197	0.013607381
413.35467	0.017505366
414.35736	0.020057618
415.36006	0.02260987
416.36275	0.024094817
417.36545	0.029199322
418.36815	0.034303826
419.37084	0.039129903
420.37354	0.041682155
421.37623	0.049617339
422.37893	0.054721843
423.38163	0.060847248
424.38432	0.068086364
425.38702	0.073190868
426.38971	0.079873128
427.39241	0.089896518
428.3951	0.097553275
429.3978	0.10734464
430.4005	0.11755365
431.40319	0.12776266
432.40589	0.1382965
433.40858	0.15105776
434.41128	0.16539678
435.41398	0.17825085
436.41667	0.19463167
437.41937	0.21249743
438.42206	0.2303632
439.42476	0.25147728
440.42745	0.27514362
441.43015	0.30335761
442.43285	0.33068991
443.43554	0.36386919
444.43824	0.3974197
445.44093	0.43570348
446.44363	0.47398727
447.44633	0.51459128
448.44902	0.55542731
449.45172	0.59514964
450.45441	0.63190207
451.45711	0.66252909
452.4598	0.68962937
453.4625	0.71004739
454.4652	0.72545371
455.46789	0.73306406
456.47059	0.73287844
457.47328	0.72266944
458.47598	0.7112075
459.47868	0.69334174
460.48137	0.66995383
461.48407	0.64916457
462.48676	0.62480217
463.48946	0.6018319
464.49215	0.57886163
465.49485	0.56155272
466.49755	0.54178436
467.50024	0.52517152
468.50294	0.5086979
469.50563	0.49584383
470.50833	0.48159762
471.51103	0.46837231
472.51372	0.45593588
473.51642	0.44572687
474.51911	0.43551787
475.52181	0.42530886
476.5245	0.41570311
477.5272	0.40804635
478.5299	0.39978634
479.53259	0.39393936
480.53529	0.38911328
481.53798	0.38837081
482.54068	0.38595777
483.54338	0.38595777
484.54607	0.38697867
485.54877	0.39059823
486.55146	0.39315048
487.55416	0.39598116
488.55685	0.40233859
489.55955	0.40934568
490.56225	0.41445018
491.56494	0.42057559
492.56764	0.4278147
493.57033	0.43431135
494.57303	0.44117922
495.57573	0.44665497
496.57842	0.45570386
497.58112	0.46280376
498.58381	0.46943962
499.58651	0.47709637
500.58921	0.48507796
501.5919	0.49268831
502.5946	0.49918496
503.59729	0.50920835
504.59999	0.51644746
505.60268	0.52572838
506.60538	0.53227142
507.60808	0.5390929
508.61077	0.5441974
509.61347	0.55050843
510.61616	0.55876844
511.61886	0.56582194
512.62156	0.57092644
513.62425	0.57677342
514.62695	0.58429096
515.62964	0.58939547
516.63234	0.59449997
517.63503	0.59960448
518.63773	0.60470898
519.64043	0.61129843
520.64312	0.6180735
521.64582	0.62317801
522.64851	0.62828251
523.65121	0.63338701
524.65391	0.63849152
525.6566	0.64359602
526.6593	0.64953581
527.66199	0.65696054
528.66469	0.66206505
529.66738	0.66716955
530.67008	0.67227406
531.67278	0.67737856
532.67547	0.68248307
533.67817	0.68758757
534.68086	0.69269207
535.68356	0.69779658
536.68626	0.70290108
537.68895	0.70800559
538.69165	0.71311009
539.69434	0.7182146
540.69704	0.7233191
541.69973	0.72675304
542.70243	0.7303726
543.70513	0.7354771
544.70782	0.74058161
545.71052	0.74410835
546.71321	0.7476351
547.71591	0.75079061
548.71861	0.75334287
549.7213	0.75663759
550.7240	0.7617421
551.72669	0.76573289
552.72939	0.76777469
553.73208	0.77074459
554.73478	0.77408572
555.73748	0.7759419
556.74017	0.77849415
557.74287	0.78039674
558.74556	0.78364506
559.74826	0.78670776
560.75096	0.78870316
561.75365	0.78986327
562.75635	0.79144103
563.75904	0.79301879
564.76174	0.7941789
565.76443	0.79728801
566.76713	0.79932981
567.76983	0.80118599
568.77252	0.80248532
569.77522	0.80248532
570.77791	0.80387746
571.78061	0.80564083
572.78331	0.80564083
573.7860	0.80768264
574.7887	0.81023489
575.79139	0.81195186
576.79409	0.81376164
577.79678	0.81510737
578.79948	0.81728838
579.80218	0.81984064
580.80487	0.82141839
581.80757	0.82336738
582.81026	0.82591964
583.81296	0.82921436
584.81566	0.8326019
585.81835	0.83404044
586.82105	0.83821685
587.82374	0.84183641
588.82644	0.84527035
589.82913	0.84851867
590.83183	0.85232385
591.83453	0.85742835
592.83722	0.86253285
593.83992	0.86559556
594.84261	0.86958635
